product_barcode,product_label,product_size,brand_name,manufacturer_country,manufacturer_name,scan_country,data_url,bottle_weight,bottle_count
5000193034559,Carbonated Soft Drink,500 ml,Dr. Pepper,US,Keurig Dr Pepper Inc.,GB,https://wastebase.org/#/o/08d08755-55fa-4b19-aed1-dfe64a79e8f1,,11
5000193730574,Slimline Lemonade,2.0 L,Schweppes,US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5000201001115,Cadbury Richoco,20 g,Cadbury,US,"Mondelēz International, Inc.",GH,https://wastebase.org/#/o/ed1ea69c-519a-43c6-8bfa-72d34c987d5d,,10
5000213019160,Malta,330 ml,Guinness,GB,Diageo Plc,GH,https://wastebase.org/#/o/359bffc0-5baa-44dc-9548-60e400943c13,,1679
5000213019191,Alvaro Malt non-alcoholic beer,330 ml,Alvaro,GB,Diageo Plc,GH,https://wastebase.org/#/o/359bffc0-5baa-44dc-9548-60e400943c13,,16
5000232828736,Pure Sunflower Oil,1.0 L,Flora,NL,Upfield Europe BV,GB,https://wastebase.org/#/o/25a15ccc-5134-4d56-be26-cb81f416134e,,1
5000232828743,Pure Sunflower Oil,2.0 L,Flora,NL,Upfield Europe BV,GB,https://wastebase.org/#/o/25a15ccc-5134-4d56-be26-cb81f416134e,,1
5000233139237,Crisps,70 g,Discos,GB,KP Snacks,GB,https://wastebase.org/#/o/861543d8-2fdf-4bda-99f3-501a83364c8a,,1
5000237138601,Cheddar & Onion Crisps,45 g,McCoys,DE,Intersnack Group,GB,https://wastebase.org/#/o/a1161c75-7002-4731-9a3c-e3ee2f9778ad,,1
5000237138700,Crisps,45 g,McCoys,DE,Intersnack Group,GB,https://wastebase.org/#/o/a1161c75-7002-4731-9a3c-e3ee2f9778ad,,1
5000237202531,Space Raiders Beef,25 g,Space Raiders,DE,Intersnack Group,GB,https://wastebase.org/#/o/a1161c75-7002-4731-9a3c-e3ee2f9778ad,,2
5000246728589,Organic Milk Semi-Skimmed,1.0 L,Yeo Valley Organic,UK,UNKNOWN_ORG,GB,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
5000295141599,Extra Mature Cheddar,350 g,Cathedral City,CA,Saputo Inc,GB,https://wastebase.org/#/o/2899d6fa-8426-4c6a-b081-a62a4382cc1d,,1
5000295148154,Extra Mature Cheddar,550g,Cathedral City,CA,Saputo Inc,GB,https://wastebase.org/#/o/2899d6fa-8426-4c6a-b081-a62a4382cc1d,,1
5000314120543,Glacier Mints,200 g,Fox's,IE,Valeo Foods Group,GB,https://wastebase.org/#/o/77d478ae-a324-404e-ab86-baedae968630,,1
5000328013602,Walkers crisps,150 g,Walkers,US,"Pepsico, Inc",GB,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
5000328015897,Baked Cheese and Onion Crisps,22 g,Walkers,US,"Pepsico, Inc",GB,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
5000328016832,Salt and vinegar crisps,70 g,Walkers,US,"Pepsico, Inc",GB,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
5000328019253,Corn Snacks,30 g,Cheetos,US,"Pepsico, Inc",GB,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
5000328270715,Cheese And Onion Crisps,45 g,Walkers,US,"Pepsico, Inc",GB,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
5000328271507,Tangy Cheese,48 g,Doritos,US,"Pepsico, Inc",GB,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
5000328271767,Doritos,48 g,Doritos,US,"Pepsico, Inc",GB,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
5000328376240,Prawn Cocktail Crisps Multipack,150 g,Walkers,US,"Pepsico, Inc",GB,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
5000328529660,Cheese flavour,34 g,Quavers,US,"Pepsico, Inc",GB,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
5000328530215,Monster Munch Beef,40 g,Walkers,US,"Pepsico, Inc",GB,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
5000328531007,Pickled Onion flavour potato snacks,40 g,Monster Munch,US,"Pepsico, Inc",GB,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
5000328681443,Tangy cheese,150 g,Doritos,US,"Pepsico, Inc",GB,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
5000328741581,Cool Original,180 g,Doritos,US,"Pepsico, Inc",GB,https://wastebase.org/#/o/fa6fbb15-8b61-4e1d-867f-db43d9d31fd3,,1
5000382018476,Low Calorie Strawberry Juice Drink with Sweeteners,330 ml,Simply Fruity,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,4
5000382039846,Cola drink,500 ml,Barr,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,2
5000382039846,Cola drink,500 ml,Barr,GB,A.G. BARR PLC,MZ,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,1
5000382044925,Carbonated Soft Drink,500 ml,Irn-Bru,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,8
5000382044949,Sugar Free Carbonated Drink,500 ml,Irn-Bru,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,1
5000382101185,Lemonade,2.0 L,Barr,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,1
5000382101307,Cherryade,2.0 L,Barr,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,7
5000382101321,American Cream Soda,2.0 L,Barr,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,2
5000382102458,Irn Bru Xtra,500 ml,Barr,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,1
5000382103943,Irn Bru,1.0 L,Irn-Bru,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,1
5000382104407,Orange & Mango Spring Water,1.5 L,Rubicon,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,2
5000382107293,Cherryade,500 ml,Barr,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,1
5000382109914,Sugar Free Carbonated Soft Drink,2.0 L,Irn-Bru,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,1
5000382110781,Sour Apple,500 ml,Barr,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,1
5000382111832,Irn Bru,250 ml,Irn-Bru,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,2
5000382112686,Irn Bru,500 ml,Irn-Bru,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,2
5000382112686,Irn Bru,500 ml,Irn-Bru,GB,A.G. BARR PLC,UG,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,3
5000382113171,Orangeade,2.0 L,Barr,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,1
5000382113171,Orangeade,2.0 L,Barr,GB,A.G. BARR PLC,UG,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,1
5000382113935,Fruity Lemonade,500 ml,Barr,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,1
5000382114369,Cherryade,500 ml,Barr,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,1
5000382115298,Rubicon,330 ml,Rubicon,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,1
5000391200008,Morango Refresco,330 ml,Nestlé,CH,Nestlé S.A.,MZ,https://wastebase.org/#/o/59163cd7-c4b7-4834-b8f5-a5113e2084db,,16
5000431028357,Superkings,200 g,JPS,GB,Imperial Tobacco Limited,GB,https://wastebase.org/#/o/b908e811-3522-4eb4-a080-e69ab41bd34e,,1
5000436589341,whole 3.7% fat milk,2.272 L,Tesco,GB,Tesco PLC,GB,https://wastebase.org/#/o/9564612d-8467-47d1-b730-d07b25946cc6,,1
5000436589457,Semi-Skimmed Milk,2.272 L,Tesco,GB,Tesco PLC,GB,https://wastebase.org/#/o/9564612d-8467-47d1-b730-d07b25946cc6,,1
5000462001015,Ashbeck English Natural Mineral Water,2.0 L,Tesco,GB,Tesco PLC,GB,https://wastebase.org/#/o/9564612d-8467-47d1-b730-d07b25946cc6,,2
50096190,Original Anti-Perspirant,50 ml,Dove,GB,Unilever Plc,GB,https://wastebase.org/#/o/909d4d9f-4537-4a18-bb1b-cf8f3c8304bc,,1
5010044008615,Half and Half Medium Loaf,800 g,Warburtons,GB,Warburtons Holdings Limited,GB,https://wastebase.org/#/o/f6fa5a0b-5341-42ab-b3d0-af811c23eac4,,2
5010102118829,Tropical Juice Drink,500 ml,Drench,GB,Britvic plc,GB,https://wastebase.org/#/o/a4e2ac23-2e88-4f21-9538-b903394496f5,,2
5010102243415,Dark Berry Sugar Free,500 ml,Tango,GB,Britvic plc,GB,https://wastebase.org/#/o/a4e2ac23-2e88-4f21-9538-b903394496f5,,1
5010102243705,Raspberry & Apple Drink,500 ml,Robinsons,GB,Britvic plc,GB,https://wastebase.org/#/o/a4e2ac23-2e88-4f21-9538-b903394496f5,,3
5010102243910,Merrylicious,275 ml,Fruit Shoot,GB,Britvic plc,GB,https://wastebase.org/#/o/a4e2ac23-2e88-4f21-9538-b903394496f5,,1
5010162000164,Malta Guinness,330 ml,Guinness,GB,Diageo Plc,CM,https://wastebase.org/#/o/359bffc0-5baa-44dc-9548-60e400943c13,,12
5010162000164,Malta Guinness,330 ml,Guinness,GB,Diageo Plc,NG,https://wastebase.org/#/o/359bffc0-5baa-44dc-9548-60e400943c13,,1
5010251431039,Natural Yogurt,500 g,Morrisons,GB,Morrisons,GB,https://wastebase.org/#/o/48ef08e6-434d-418c-9dab-5bfa9824e751,,1
5010251484776,Orange and Peach Flavoured Water,1.0 L,Morrisons,GB,Morrisons,GB,https://wastebase.org/#/o/48ef08e6-434d-418c-9dab-5bfa9824e751,,1
5010251830054,Qudruple chocolate cookies,200 g,Morrisons,GB,Morrisons,GB,https://wastebase.org/#/o/48ef08e6-434d-418c-9dab-5bfa9824e751,,1
5010327325132,18 year old Single Malt Whisky,750 ml,Glenfiddich,GB,William Grant & Sons,MZ,https://wastebase.org/#/o/631006d4-3ea0-4eed-ac34-6a4fc94065a6,,52
5010327325132,18 year old Single Malt Whisky,750 ml,Glenfiddich,GB,William Grant & Sons,RW,https://wastebase.org/#/o/631006d4-3ea0-4eed-ac34-6a4fc94065a6,,41
5010358253961,lemon & lime zero,500 ml,Spar,ZA,The Spar Group Ltd,GB,https://wastebase.org/#/o/81df74c6-4116-41c9-b96f-0b4943e6411d,,1
5010394998185,Rodeo,70 g,Pedigree,US,"Mars, Incorporated",GB,https://wastebase.org/#/o/94a82a92-f117-400d-9266-7c021a88e7aa,,1
5010438001130,Carbonated Soft Drink,500 ml,Vimto,GB,Nichols plc,GB,https://wastebase.org/#/o/85022289-591b-4e34-907f-4c54a87c522f,,2
5010438005008,Vimto,500 ml,Vimto,GB,Nichols plc,GB,https://wastebase.org/#/o/85022289-591b-4e34-907f-4c54a87c522f,,1
5010438013683,Vimto No Added Sugar,1.0 L,Vimto,GB,Nichols plc,GB,https://wastebase.org/#/o/85022289-591b-4e34-907f-4c54a87c522f,,1
5010438015809,Boisson sans alcool,1 L,Vimto,GB,Nichols plc,CM,https://wastebase.org/#/o/85022289-591b-4e34-907f-4c54a87c522f,,26
5010438017490,"Orange, Strawberry & Lime Juice Drink",500 ml,Vimto,GB,Nichols plc,GB,https://wastebase.org/#/o/85022289-591b-4e34-907f-4c54a87c522f,,1
5010438020582,Vimto,500 ml,Vimto,GB,Nichols plc,GB,https://wastebase.org/#/o/85022289-591b-4e34-907f-4c54a87c522f,,1
5010438020599,Vimto,500 ml,Vimto,GB,Nichols plc,GB,https://wastebase.org/#/o/85022289-591b-4e34-907f-4c54a87c522f,,2
5010459000365,Spring Water (8-pack),4000 ml,Highland Spring,GB,HIGHLAND SPRING LIMITED,GB,https://wastebase.org/#/o/745bf45b-c66b-4c6b-8b6e-5725b33de313,,1
5010459000457,Still Spring Water,750 ml,Highland Spring,GB,HIGHLAND SPRING LIMITED,GB,https://wastebase.org/#/o/745bf45b-c66b-4c6b-8b6e-5725b33de313,,2
5010459000457,Still Spring Water,750 ml,Highland Spring,GB,HIGHLAND SPRING LIMITED,RW,https://wastebase.org/#/o/745bf45b-c66b-4c6b-8b6e-5725b33de313,,1
5010459003496,Still Spring Water,330 ml,Highland Spring,GB,HIGHLAND SPRING LIMITED,GB,https://wastebase.org/#/o/745bf45b-c66b-4c6b-8b6e-5725b33de313,,4
5010459005025,Still Spring Water,1.5 L,Highland Spring,GB,HIGHLAND SPRING LIMITED,GB,https://wastebase.org/#/o/745bf45b-c66b-4c6b-8b6e-5725b33de313,,6
5010459005179,Sparkling Spring Water,500 ml,Highland Spring,GB,HIGHLAND SPRING LIMITED,GB,https://wastebase.org/#/o/745bf45b-c66b-4c6b-8b6e-5725b33de313,,3
5010459005216,Still Spring Water,500 ml,Highland Spring,GB,HIGHLAND SPRING LIMITED,GB,https://wastebase.org/#/o/745bf45b-c66b-4c6b-8b6e-5725b33de313,,19
5010459007289,Highland Spring Mineral Water - Sparkling,750ml,Highland Spring,GB,HIGHLAND SPRING LIMITED,GB,https://wastebase.org/#/o/745bf45b-c66b-4c6b-8b6e-5725b33de313,,4
5010459015178,Sparkling Spring Water,1.5 L,Highland Spring,GB,HIGHLAND SPRING LIMITED,GB,https://wastebase.org/#/o/745bf45b-c66b-4c6b-8b6e-5725b33de313,,3
5010508015203,Diet Coke,330 ml,Coca-Cola,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
50107452,Irn Bru Sugar Free,500 ml,Irn-Bru,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,3
5011020104529,Vital,450 ml,Coca-Cola,US,Coca-Cola,GB,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
5011020104727,Mineral Water,500 ml,Deep River Rock,US,Coca-Cola,IE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,1
50112173,Coca-Cola Carbonated Soft Drink,500 ml,Coca-Cola,US,Coca-Cola,CD,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,11
50112173,Coca-Cola Carbonated Soft Drink,500 ml,Coca-Cola,US,Coca-Cola,ZA,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,3
50112203,Pineapple Carbonated Soft Drink,500 ml,Fanta,US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,108
50112203,Pineapple Carbonated Soft Drink,500 ml,Fanta,US,Coca-Cola,TZ,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,91
50112265,Tonic water,500 ml,Schweppes,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,10
5011273030651,Set Honey,1360 g,Rowse,GB,Rowse Honey Ltd,GB,https://wastebase.org/#/o/5ccd9441-6f45-4933-bb81-3846a49aba68,,1
5011273040339,Organic Honey,340 g,Rowse,GB,Rowse Honey Ltd,GB,https://wastebase.org/#/o/5ccd9441-6f45-4933-bb81-3846a49aba68,,1
5011273119035,organic honey,3X340g,Rowse,GB,Rowse Honey Ltd,GB,https://wastebase.org/#/o/5ccd9441-6f45-4933-bb81-3846a49aba68,,1
50112753,Carbonated Soft Drink,500 ml,Fanta,US,Coca-Cola,RW,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,9
5011417552957,Shineand Protect,400ml,Finish,GB,Reckitt Benckiser Group PLC,ZA,https://wastebase.org/#/o/59e1b4f2-776f-4c60-8f22-a59a506ce7b6,,2
5011417559161,Liquid Hand Wash,250 ml,Dettol,GB,Reckitt Benckiser Group PLC,MZ,https://wastebase.org/#/o/59e1b4f2-776f-4c60-8f22-a59a506ce7b6,,1
5011898005119,Mango Juice Drink,500 ml,Rubicon,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,3
5011927064483,advance,1.0l,shell,KE,Shell Kenya,KE,https://wastebase.org/#/o/61bb3203-728e-4c91-84d1-535eec280735,,1
5011962090348,Disinfectant Cleaner,220 ml,Fabulosa,UK,UNKNOWN_ORG,GB,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,2
5011987034310,shell rimula,1.0L,shell,KE,Shell Kenya,KE,https://wastebase.org/#/o/61bb3203-728e-4c91-84d1-535eec280735,,2
5011987064423,advance,1l,shell,KE,Shell Kenya,KE,https://wastebase.org/#/o/61bb3203-728e-4c91-84d1-535eec280735,,1
5011987064423,advance,1l,shell,KE,Shell Kenya,RW,https://wastebase.org/#/o/61bb3203-728e-4c91-84d1-535eec280735,,2
5012035952273,Stripes,140 g,Maoam,DE,Haribo,GB,https://wastebase.org/#/o/2b877505-0572-49e9-a831-105cb0bf5e87,,1
5012035963460,Starmix,160g,Haribo,DE,Haribo,GB,https://wastebase.org/#/o/2b877505-0572-49e9-a831-105cb0bf5e87,,1
5012035972066,Supermix,140 g,Haribo,DE,Haribo,GB,https://wastebase.org/#/o/2b877505-0572-49e9-a831-105cb0bf5e87,,1
5012035986667,Haribo Merry mix,160 g,Haribo,DE,Haribo,GB,https://wastebase.org/#/o/2b877505-0572-49e9-a831-105cb0bf5e87,,1
5012058003006,Still Spring Water,500 ml,Strathmore,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,1
5012058009329,Sparkling Spring Water,500 ml,Strathmore,GB,A.G. BARR PLC,GB,https://wastebase.org/#/o/9b860562-6792-415d-ae92-2877ec50154a,,1
5012583203728,Shower + Oils Gel,250 ml,Right Guard,UK,UNKNOWN_ORG,GB,https://wastebase.org/#/o/00000000-0000-0000-0000-000000000001,,1
5013635101818,Pure Coconut Oil,500 ml,KTC,GB,KTC Edibles Limited,GB,https://wastebase.org/#/o/6bcb6810-520e-423b-a1b2-389f38369c57,,1
5013635390137,Broken Vermicilli,500 g,KTC,GB,KTC Edibles Limited,GB,https://wastebase.org/#/o/6bcb6810-520e-423b-a1b2-389f38369c57,,1
5015552000151,Sparkling Mineral Water,500ml,Buxton,CH,Nestlé S.A.,GB,https://wastebase.org/#/o/59163cd7-c4b7-4834-b8f5-a5113e2084db,,1
5015552000168,Natural Mineral Water,500 ml,Buxton,CH,Nestlé S.A.,GB,https://wastebase.org/#/o/59163cd7-c4b7-4834-b8f5-a5113e2084db,,3
5015552555132,Still Water,1.5l,Buxton,CH,Nestlé S.A.,GB,https://wastebase.org/#/o/59163cd7-c4b7-4834-b8f5-a5113e2084db,,1
5015552601112,Buxton still water,750 ml,Nestlé,CH,Nestlé S.A.,GB,https://wastebase.org/#/o/59163cd7-c4b7-4834-b8f5-a5113e2084db,,1
50157709,Tomato Ketchup,500 ml,Heinz,US,Kraft Heinz Foods Company,GB,https://wastebase.org/#/o/d4c8237b-9caf-44a7-9e18-062d26e3e3a3,,2
5017371155913,Hand Hygiene Gel,500 ml,Calypso,GB,Linco Care Ltd,GB,https://wastebase.org/#/o/c0cdfabc-c803-41ed-8e0a-2a4a1268d8f7,,1
5017600020418,Semi-skimmed Milk,568 ml,Müller,LU,Unternehmensgruppe Theo Müller,GB,https://wastebase.org/#/o/10527472-0a1c-4a50-b908-a9183aa077a6,,1
5018907194802,Mineral Water,1.0 L,Keringet,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,2
5018907197803,Mineral Water,500 ml,Keringet,US,Coca-Cola,KE,https://wastebase.org/#/o/c3710738-2999-4396-a284-6b70bf737fe6,,9
5019402500723,Scottish Spring Water Cranberry & Raspberry,500 ml,MacB,GB,Refresco Beverages UK Ltd,GB,https://wastebase.org/#/o/74f7c1d5-bf03-4d59-b442-5d84589a3b32,,2
5019402500730,Strawberry & Kiwi,500 ml,MacB,GB,Refresco Beverages UK Ltd,GB,https://wastebase.org/#/o/74f7c1d5-bf03-4d59-b442-5d84589a3b32,,3
5019402500730,Strawberry & Kiwi,500 ml,MacB,GB,Refresco Beverages UK Ltd,KE,https://wastebase.org/#/o/74f7c1d5-bf03-4d59-b442-5d84589a3b32,,3
5019402500754,Apple & Blackcurrant,500 ml,MacB,GB,Refresco Beverages UK Ltd,GB,https://wastebase.org/#/o/74f7c1d5-bf03-4d59-b442-5d84589a3b32,,1
5020379077989,Citrus Juice Drink,500 ml,Euro Shopper,NL,AMS Sourcing B.V.,GB,https://wastebase.org/#/o/6a9970c5-4727-4163-bf3c-f00d07094e03,,1
5020379078009,Summer Fruits Juice Drink,500 ml,Euro Shopper,NL,AMS Sourcing B.V.,GB,https://wastebase.org/#/o/6a9970c5-4727-4163-bf3c-f00d07094e03,,1
5020379106658,Tropical Berry Sport Drink,500 ml,Euro Shopper,NL,AMS Sourcing B.V.,GB,https://wastebase.org/#/o/6a9970c5-4727-4163-bf3c-f00d07094e03,,4
5020379106672,Tropical Sport,500 ml,Euro Shopper,NL,AMS Sourcing B.V.,GB,https://wastebase.org/#/o/6a9970c5-4727-4163-bf3c-f00d07094e03,,1
5020379106696,Orange Sport,500 ml,Euro Shopper,NL,AMS Sourcing B.V.,GB,https://wastebase.org/#/o/6a9970c5-4727-4163-bf3c-f00d07094e03,,1
5020379106719,Berries Sport,500 ml,Euro Shopper,NL,AMS Sourcing B.V.,GB,https://wastebase.org/#/o/6a9970c5-4727-4163-bf3c-f00d07094e03,,3
5020379133401,Original Energy Drink,1.0 L,Euro Shopper,NL,AMS Sourcing B.V.,GB,https://wastebase.org/#/o/6a9970c5-4727-4163-bf3c-f00d07094e03,,1
5020379136983,Glucose Sparkling Cherry,380 ml,Euro Shopper,NL,AMS Sourcing B.V.,GB,https://wastebase.org/#/o/6a9970c5-4727-4163-bf3c-f00d07094e03,,1
5020379168267,Tropical Berry,500 ml,Euro Shopper,NL,AMS Sourcing B.V.,GB,https://wastebase.org/#/o/6a9970c5-4727-4163-bf3c-f00d07094e03,,1
5020379171137,Tropical Berry Sport,500 ml,Euro Shopper,NL,AMS Sourcing B.V.,GB,https://wastebase.org/#/o/6a9970c5-4727-4163-bf3c-f00d07094e03,,1
5020379175388,Milk Chocolate,100 g,Euro Shopper,NL,AMS Sourcing B.V.,GB,https://wastebase.org/#/o/6a9970c5-4727-4163-bf3c-f00d07094e03,,1
5020379175449,White Chocolate,100 g,Euro Shopper,NL,AMS Sourcing B.V.,GB,https://wastebase.org/#/o/6a9970c5-4727-4163-bf3c-f00d07094e03,,1
5020379178662,Orange Sport,500 ml,Euro Shopper,NL,AMS Sourcing B.V.,GB,https://wastebase.org/#/o/6a9970c5-4727-4163-bf3c-f00d07094e03,,1
5022313000039,Strawberry Zing,300 ml,Naked,GB,"Naked Juice Co. of Glendora, Inc.",GB,https://wastebase.org/#/o/834981e8-a605-4427-a8ac-4498959fc818,,1
5022313331607,Smooth Orange,300 ml,Tropicana,FR,PAI Partners,GB,https://wastebase.org/#/o/d1f802b7-7340-498b-a720-6fc8dd64850f,,2
5022313751047,Smooth Orange,250 ml,Tropicana,FR,PAI Partners,GB,https://wastebase.org/#/o/d1f802b7-7340-498b-a720-6fc8dd64850f,,1
5023377005503,Bonsai Feed,200 ml,westland,GB,Westland Horticulture Ltd,GB,https://wastebase.org/#/o/079350e1-b3c7-48e4-871a-3101a9ab3ad2,,1
5023603333349,Mini Pops Bubble Hum,330 ml,Zodiac,GB,Big Time Soft Drinks Ltd,GB,https://wastebase.org/#/o/f59874cc-60eb-4b83-95d3-0521069fdf61,,1
5024071230215,Aspar Pharmaceutical Dispersible Aspirin,75 mg,Dispersible Aspirin 75mg Tablets 100's pot,GB,Aspar Pharmaceuticals Ltd,GH,https://wastebase.org/#/o/524b0971-2bfa-4e9b-a9c2-271840ad5d72,,30
5024616003014,Still Natural Mineral Water,330 ml,Princes Gate,GB,Princes Gate Spring Water Ltd,GB,https://wastebase.org/#/o/e3587230-e44f-4034-afc3-e484b263bb9b,,3
5024616003014,Still Natural Mineral Water,330 ml,Princes Gate,GB,Princes Gate Spring Water Ltd,UG,https://wastebase.org/#/o/e3587230-e44f-4034-afc3-e484b263bb9b,,27
5024616003021,Still Natural Mineral Water,500 ml,Princes Gate,GB,Princes Gate Spring Water Ltd,GB,https://wastebase.org/#/o/e3587230-e44f-4034-afc3-e484b263bb9b,,3
5024879005060,Giant Spotted Cookie,55 g,Oh So...Scrummy,GB,Handmade Speciality Products Ltd,GB,https://wastebase.org/#/o/ef29ea27-91e6-4f7a-8a95-d177ebb4eb4c,,2
5025866000181,Maltina,33cl,Maltina,NG,Nigerian Breweries Plc,NG,https://wastebase.org/#/o/d4b42820-af9a-40db-a2c4-fea2a9bfaa67,,3
5025866001096,Malt Drink,330 ml,Maltina,NG,Nigerian Breweries Plc,NG,https://wastebase.org/#/o/d4b42820-af9a-40db-a2c4-fea2a9bfaa67,,3
5025970004761,Nivea soft moisturising cream,500 ml,NIVEA,DE,Beiersdorf AG,GB,https://wastebase.org/#/o/c03f3db6-9425-4fae-a809-20ae281ff84f,,1
5026109000364,Still Spring Water,500 ml,Radnor,GB,Radnor Hills Mineral Water Company Limited,GB,https://wastebase.org/#/o/158e077b-b6e1-4dd5-b8d4-48c1626dd451,,1
5026109000364,Still Spring Water,500 ml,Radnor,GB,Radnor Hills Mineral Water Company Limited,RW,https://wastebase.org/#/o/158e077b-b6e1-4dd5-b8d4-48c1626dd451,,1
5026109000531,Radnor Hills Water,500 ml,Radnor,GB,Radnor Hills Mineral Water Company Limited,GB,https://wastebase.org/#/o/158e077b-b6e1-4dd5-b8d4-48c1626dd451,,1
5026109000531,Radnor Hills Water,500 ml,Radnor,GB,Radnor Hills Mineral Water Company Limited,TZ,https://wastebase.org/#/o/158e077b-b6e1-4dd5-b8d4-48c1626dd451,,18
5026109002498,Forest Fruits Water,500 ml,Radnor,GB,Radnor Hills Mineral Water Company Limited,GB,https://wastebase.org/#/o/158e077b-b6e1-4dd5-b8d4-48c1626dd451,,1
5026109003303,Peach Fizz,330 ml,Radnor,GB,Radnor Hills Mineral Water Company Limited,GB,https://wastebase.org/#/o/158e077b-b6e1-4dd5-b8d4-48c1626dd451,,1
5026109003600,Tropical Fizz,330 ml,Radnor,GB,Radnor Hills Mineral Water Company Limited,GB,https://wastebase.org/#/o/158e077b-b6e1-4dd5-b8d4-48c1626dd451,,2
5026109009336,Splash,330 ml,Radnor,GB,Radnor Hills Mineral Water Company Limited,GB,https://wastebase.org/#/o/158e077b-b6e1-4dd5-b8d4-48c1626dd451,,1
